Location,Operator,Flight #,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passangers,Fatalities Crew,Ground,Summary,Month,Year,TimePeriod,Location_encoded,Operator_encoded,AC Type_encoded,Route_encoded,Fatality Rate,Survival Rate,Season
Mexico,Jett Paqueteria SA,Unknown,Unknown,North American CT-39A Sabreline,XA-TFL,265-48,3.0,0.0,3.0,3.0,0.0,3.0,6.0,"The small cargo jet blew a tire and failed to take off, barreling onto the Culiacán-Navolato highway and crashing into cars, coming to a stop after hitting a building.",7,2007,Morning,284,1022,1939,3613,1.0,0.0,Summer
Canada,Liard Air,Unknown,Muncho Lake - Vancouver,de Havilland DHC-6 Twim Otter 100,C-FAWC,108,5.0,3.0,2.0,1.0,1.0,0.0,0.0,The twin engine plane crashed shortly after taking off from a gravel airstrip at Muncho Lake. One passenger was killed.,7,2007,Afternoon,106,1110,2435,2382,0.2,0.8,Summer
Brazil,TAM (Brazil),3054,Porto Alegre - Sao Paulo,Airbus A-320-233,PR-MBK,789,187.0,181.0,6.0,187.0,181.0,6.0,12.0,"The jet airliner crashed while attempting to land in heavy rain at Congonhas airport. The plane skidded off the end of the runway across a major roadway and struck a gas station and building, bursting into flames.  The right engine had a malfunctioning reverser. In this situation, the correct procedure was for the pilot to retard both throttles to idle and then advance both throttles to reverse, as if he had no problem with the reversers. The former procedure, which was changed by Airbus, was to take both throttles to idle, and then advance just the throttle corresponding to the engine with the operating reverser. It was changed by Airbus because there had been several incidents where the pilot forgot to bring both throttles back to idle, leaving one engine reversed and the other thrusting forward. The downside to this change was it would lengthen the stopping distance. The pilot was so concerned about the short and slippery runway that he chose to switch to the old procedure and got it wrong. A contributing factor was the heavy rain and wind and the fact that the newly resurfaced runway had not had grooves installed yet.",7,2007,Night,90,1874,81,2817,1.0,0.0,Summer
Ethiopia,Djibouti Airlines,Unknown,Dire Dawa - Djibouti,Antonov AN-26V,EX-030,7306103,9.0,3.0,6.0,1.0,1.0,0.0,0.0,The cargo plane crashed shortly after taking off after an engine failed. The pilot was trying to return for an emergency landing.,7,2007,Afternoon,167,732,164,1075,0.1111111111111111,0.8888888888888888,Summer
Alaska,Taquan Air Service,Unknown,Sightseeing,de Havilland DHC-2 MK.1 Beaver,N995WA,1100,5.0,4.0,1.0,5.0,4.0,1.0,0.0,"The single engine aircraft crashed onto a heavily forested mountain, 30 miles east of Ketchican while on a sightseeing trip over Misty Fiords. The pilot's decision to continue under visual flight rules into an area of instrument meteorological conditions. Contributing to the accident was the pilot's inadequate weather evaluation and the FAA's inadequate surveillance of the commercial air tour operator.",7,2007,Afternoon,40,1905,2429,3246,1.0,0.0,Summer
Russia,Atran,9655,Sightseeing,Antonov AN-12BP,RA-93912,4341709,9.0,0.0,9.0,9.0,0.0,9.0,0.0,"The cargo plane, carrying 9 tons of cargo, crashed 4 km from the runway as it was attempting to take off from Domodedovo airport. The aircraft slammed into a field shattering debris over a wide area.",7,2007,Overnight,428,417,145,3246,1.0,0.0,Summer
French Polynesia,Air Moorea,1121,Moorea - Papeete,de Havilland Canada DHC-6 Twin Otter 300,F-OIQ,608,20.0,19.0,1.0,20.0,19.0,1.0,0.0,Soon after taking off the plane began loosing altitude and veered to the right until it crashed into the sea 1 mile beyond the runway. Loss of pitch control of the aircraft following a break in an elevator cable.,8,2007,Afternoon,177,231,2385,2320,1.0,0.0,Summer
Alaska,SeaWind Aviation,Unknown,Sightseeing,de Havilland Canada DHC-2 Beaver,N345KA,1306,10.0,9.0,1.0,6.0,6.0,0.0,0.0,"The float plane crashed on land into a tree, 200 feet from shore, while attempting to land. High winds were in the area at the time of the accident. The  pilot's poor decision-making and inadequate planning. To avoid the rising waves, the pilot decided to take off toward the sheltered interior of the bay, toward the rising terrain, in a direction he had never attempted before. As the pilot attempted to turn the aircraft around, the airplane hit a downdraft, which held it from climbing above the closing landscape and caused the plane to stall about 60 feet over the ground.",8,2007,Night,40,1719,2370,3246,0.6,0.4,Summer
Japan,China Airlines,120,Taipei - Naha,Boeing 737-809,B-18616,30175/1182,165.0,157.0,8.0,0.0,0.0,0.0,0.0,"After a normal landing, the slats were retracted,and the mechanism came to rest as usual against the fuel tank.  On the right wing, a stop bolt that had come loose was pushed into the tank, breaching it.  The leaking fuel blew away during taxi, but once the plane stopped at the terminal, it spilled straight down and ignited from the engine's hot tailpipe. Everyone was able to evacuate but the plane was destroyed.  Boeing, aware of this failure mode due to past incidents, had ordered the nut at the end of the stop bolt to be glued on but to do this, the maintenance technician had to work awkwardly by feel and had inadvertently lost the associated washer that actually retained the bolt in place.",8,2007,Morning,237,627,415,3394,0.0,1.0,Summer
Brazil,Two Taxi Aero,Unknown,Curitiba - Jundiai,Embraer EMB-110P1 Bandeirant,PT-SDB,110323,2.0,0.0,2.0,2.0,0.0,2.0,0.0,Crashed shortly after taking off from Curitiba,8,2007,Overnight,90,2006,1246,992,1.0,0.0,Summer
Iraq,Military - US,Unknown,Transporting troops,UH-60 Blackhawk helilcopter,Unknown,,14.0,12.0,2.0,14.0,12.0,2.0,0.0,Crashed most likely due to a mechanical problem while traveling with a second helicopter.,8,2007,Unknown,229,1331,2240,3552,1.0,0.0,Summer
Democratic Republic Congo,Great Lakes Business Complany,Unknown,Kongolo - Goma,Antonov AN-32,9Q-CAC,14-07,15.0,12.0,3.0,14.0,11.0,3.0,0.0,"The cargo plane, carrying tin ore, lost one of it's two engines eleven minutes after taking off and tried to return to the airport. Due to strong back winds and a fully loaded plane, the aircraft clipped tree tops and crashed and burned 3 km short of the runway. The plane was overloaded by 3 tons.",8,2007,Afternoon,143,897,169,1730,0.9333333333333333,0.06666666666666665,Summer
Democratic Republic Congo,Galaxy Kavatsi Airlines,Unknown,Kisangi - Goma - Bukavu,Antonov AN-12BP,4L-SAS,3341108,8.0,6.0,2.0,8.0,6.0,2.0,0.0,"The cargo plane, carrying palm oil, overshot the runway, crashed into a petrified lava flow and caught fire.",9,2007,Unknown,143,869,145,1717,1.0,0.0,Fall
Thailand,One-Two-Go Airlines,269,Bangkok - Phuket,McDonnell Douglas MD-82,HS-OMG,49183/1129,130.0,123.0,7.0,90.0,85.0,5.0,0.0,"While landing in heavy rain and strong cross winds, the aircraft skidded off the runway, struck an earth embankment and caught fire. The pilot attempted to land, despite 15 warning alarms and his copilot's calls to abort the attempt. Also, the plane was traveling faster and descending more sharply than normal.",9,2007,Afternoon,493,1455,1881,354,0.6923076923076923,0.3076923076923077,Fall
DR Congo,Karibu Airways,Unknown,Lubumbashi - Malemba Nkulu,Let 410,9Q-CVL, 81 06 17,6.0,5.0,1.0,1.0,0.0,1.0,0.0,Crashed while attempting to land and came to rest in a cemetery.,9,2007,Afternoon,139,1040,1629,1992,0.16666666666666666,0.8333333333333334,Fall
DR Congo,Africa One Congo,Unknown,Kinshasa - Tshikapa,Antonov AN-26,9Q-COS,47302001,22.0,17.0,5.0,21.0,17.0,4.0,30.0,While attempting to take off the No. 2 engine failed. The cargo plane crashed into a Congolese neighborhood and caught fire about three miles from the airport. The plane's mechanic was the only survivor aboard the plane.,10,2007,Morning,139,155,160,1707,0.9545454545454546,0.045454545454545414,Fall
Colombia,Nacional de Aviacion,Unknown,Villavicencio - Uribe,Let 410 UVP-E10A,HK-4055,902521,17.0,15.0,2.0,17.0,15.0,2.0,0.0,Disappeared while en route.,10,2007,Afternoon,121,1382,1630,3683,1.0,0.0,Fall
Sudan,Juba Air Cargo,Unknown,Khartoum - Juba,Antonov 12,ST-JUA,3341110,4.0,0.0,4.0,0.0,0.0,0.0,2.0,"While taking off, an engine on the cargo plane failed after the plane hit a hawk. The aircraft tried to return to the airport but crashed. The plane was transporting goods and foodstuffs for traders and international organizations in Juba. Two Sudanese soldiers were killed on the ground.",11,2007,Morning,473,1027,118,1670,0.0,1.0,Fall
Turkey,Atlasjet Airlines,4203,Istanbul - Isparta,McDonnell Douglas MD-83,TC-AKM,53185/2090,57.0,50.0,7.0,57.0,50.0,7.0,0.0,"While making an approach to land, the passenger plane struck a mountaintop and broke apart, 7.5 miles from Isparta Airport. The accident was caused by pilot error as a result of the condition known as spatial disorientation. The pilot is believed to have lost the sight of line for the horizon and instead of trusting the flight instruments, diverted the aircraft to the route where the crash occurred.",11,2007,Overnight,498,416,1882,1482,1.0,0.0,Fall
Alaska,"Evergreen Alaska Helicopters, Inc.",Unknown,Cordova - Ancorage,Eurocopter Deutschland BK117C1,N141LG,,4.0,3.0,1.0,4.0,3.0,1.0,0.0,"Crashed into the sea while en route. The pilot's decision to continue VFR flight into night instrument meteorological conditions. Contributing to the accident were the operator's failure to adhere to an FAA-approved and mandated safety risk management program, the FAA's failure to provide sufficient oversight of the operator to ensure they were in compliance with the risk management program, the pilot's lack of experience in night winter operations in Alaska, and the operator's lack of an EMS dispatch and flight following system.",12,2007,Afternoon,40,793,1263,950,1.0,0.0,Winter
Ohio,Castle Aviation,Unknown,"Columbus, OH - Buffalo, NY",Cessna 208B Caravan I Super Cargomaster,N28MG,208B-0732,2.0,1.0,1.0,2.0,1.0,1.0,0.0,"The cargo plane crashed into a brushy field, inverted, shortly after taking off in heavy snow. Radar data indicated that it was in a left turn at a ground speed of 109 knots before descending and impacting terrain. The plane was carrying checks and other goods for a banking customer. The pilot's failure to maintain aircraft control and collision avoidance with terrain due to spatial disorientation. Contributing to the accident were low cloud ceiling and night conditions.",12,2007,Morning,379,588,817,926,1.0,0.0,Winter
Venezuela,Transaven,Unknown,Los Rogues - Carac,Let 410 UVP-E3,YV2081,872051,18.0,16.0,2.0,18.0,16.0,2.0,0.0,The commuter airliner crashed into the sea while en route after the pilot reported engine problems.,1,2008,Morning,519,1964,1631,1973,1.0,0.0,Winter
Macedonia,Military - Macedonian,Unknown,"Bosnia - Skopje, Macedonia",Mi-17 Helicopter,VAM-304,223M98,11.0,10.0,1.0,11.0,10.0,1.0,0.0,The helicopter crashed 15 miles southeast of Skopje in heavy fog while attempting to land. The aircraft was returning from European Union-led peacekeeping operations in Bosnia.,1,2008,Unknown,262,1295,1891,548,1.0,0.0,Winter
England,British Airways,38,"Bejing, China - London, England",Boeing 777-236ER,G-YMMM,30314/342,152.0,136.0,16.0,0.0,0.0,0.0,0.0,"The aircraft was on approach for landing on Runway 27L at Heathrow Airport when at a height of approximately 600 ft and 2 miles from touch down the aircraft descended rapidly and struck the ground, 1,000 ft. short of the paved runway surface, just inside the airfield boundary fence. An investigation showned that the fuel flow to both engines was restricted; most probably due to ice within the fuel feed system. The ice is likely to have formed from water that occurred naturally in the fuel, and should have been melted by the fuel-oil heat exchanger (FOHE).  However, the FOHE did not heat its own inlet  face, and investigation showed that, although the flight was   within the certified operational envelope at all times, a long   period of low fuel flow in an unusually cold environment, followed  by a throttle increase, could cause an ice jam at that point. Corrections in design were made so this would not occur again.",1,2008,Afternoon,162,518,430,411,0.0,1.0,Winter
Poland,Military - Polish,Unknown,Warsaw - Miroslawiec,CASA C-295M,019,S-043,20.0,16.0,4.0,20.0,16.0,4.0,0.0,"While attempting to land, the plane fell to the ground from about 500-650 feet and crashed into a wooded area, 2 miles from the airport.",1,2008,Night,414,1310,758,3705,1.0,0.0,Winter
Indonesia,Dirgantara Air Service,Unknown,Tarakan - Long Apung,CASA NC-212-200,PK-VSE ,92N/412,3.0,0.0,3.0,3.0,0.0,3.0,0.0,The cargo plane crashed while en route.,1,2008,Morning,225,729,763,3425,1.0,0.0,Winter
Venezuela,Santa Barbara Airlines,518,Merida - Caracas,ATR-42-300,YV-1449,028,46.0,43.0,3.0,46.0,43.0,3.0,0.0,"Struck a mountain at 13,500 feet and disintegrated shortly after departing Merida. The pilots took off from Merida without waiting for the navigation system to properly initialize. Consequently, they became disoriented in the mountainous terrain surrounding the airport, crashing into the side of a mountain while trying to determine their location.",2,2008,Afternoon,519,1697,28,2192,1.0,0.0,Winter
Argentina,BHS - Brazilian Helicopter Service Air Taxi,Unknown,Oil Rig P18 - Macae,Eurocopter  AS332L2 Super Puma,PP-MUM,2570,20.0,17.0,3.0,5.0,4.0,1.0,0.0,"Less than half minute after the taking-off from the Oil Rig P-18,  and while still in low altitude, a failure in the tail rotor caused loss of control of the aircraft by the crew. The helicopter crashed in the sea.",2,2008,Afternoon,52,458,1254,2579,0.25,0.75,Winter
Nepal,United Nations Mission,Unknown,Unknown,Mi-17,Unknown,,10.0,7.0,3.0,10.0,7.0,3.0,0.0,"The helicopter, carrying United Nations personnel, crashed in hilly terrain, in poor weather conditions and burst into flames.",3,2008,Afternoon,322,2049,1890,3613,1.0,0.0,Spring
Suriname,Blue Wing Airlines,Unknown,Paramaribo - Lawa,Antonov An-28,PZ-TSO,1AJ007-17,19.0,17.0,2.0,19.0,17.0,2.0,0.0,While attempting to land the crew aborted the the approach and executed a go-around. Soon after the plane flew into a hillside.,4,2008,Morning,475,492,196,2663,1.0,0.0,Spring
Australia,Avtex Air Services,Unknown,Sydney - Brisbane,Swearingen SA227AC Metroliner III,VH-OZA,AC-600,1.0,0.0,1.0,1.0,0.0,1.0,0.0,The pilot of the mail plane reported some minor problems before the aircraft disapppeared off radar.,4,2008,Night,60,449,2186,3361,1.0,0.0,Spring
